A	.agents/skills/effigy/SKILL.md
A	.agents/skills/effigy/references/agent-operating-loop.md
A	.agents/skills/effigy/references/built-in-surfaces.md
A	.agents/skills/effigy/references/config-shapes.md
A	.agents/skills/effigy/references/first-five-commands.md
A	.agents/skills/effigy/references/footguns.md
A	.agents/skills/effigy/references/graph-assist.md
A	.agents/skills/effigy/references/json-envelope.md
A	.agents/skills/effigy/references/release-protocol.md
A	.agents/skills/effigy/references/selector-routing.md
A	.agents/skills/effigy/references/workflow-shortcuts.md
M	.cursor/skills/version-currentness/SKILL.md
M	.cursor/skills/version-currentness/reference.md
M	.github/workflows/ci.yml
M	.gitignore
M	AGENTS.md
M	CHANGELOG.md
M	Cargo.lock
M	PAPERCUTS.md
M	crates/swallowtail-adapter-alibaba-model-studio/src/driver/session.rs
M	crates/swallowtail-adapter-alibaba-model-studio/src/prepared_profile/retained.rs
M	crates/swallowtail-adapter-alibaba-model-studio/tests/conformance.rs
M	crates/swallowtail-adapter-alibaba-model-studio/tests/direct_driver.rs
M	crates/swallowtail-adapter-alibaba-model-studio/tests/direct_driver/failure_cases.rs
M	crates/swallowtail-adapter-alibaba-model-studio/tests/prepared_facade.rs
M	crates/swallowtail-adapter-alibaba-model-studio/tests/restoration.rs
M	crates/swallowtail-adapter-alibaba-model-studio/tests/retained_driver.rs
M	crates/swallowtail-adapter-alibaba-model-studio/tests/retained_restoration.rs
M	crates/swallowtail-adapter-alibaba-model-studio/tests/support/mod.rs
A	crates/swallowtail-adapter-anthropic/examples/connection_lifecycle.rs
A	crates/swallowtail-adapter-anthropic/src/addable.rs
M	crates/swallowtail-adapter-anthropic/src/driver.rs
M	crates/swallowtail-adapter-anthropic/src/driver/pump.rs
M	crates/swallowtail-adapter-anthropic/src/driver/run.rs
M	crates/swallowtail-adapter-anthropic/src/driver/session.rs
M	crates/swallowtail-adapter-anthropic/src/driver/session/attempt.rs
A	crates/swallowtail-adapter-anthropic/src/driver/session/encode.rs
M	crates/swallowtail-adapter-anthropic/src/driver/session/history.rs
A	crates/swallowtail-adapter-anthropic/src/driver/session/parser.rs
M	crates/swallowtail-adapter-anthropic/src/driver/session/turn.rs
M	crates/swallowtail-adapter-anthropic/src/lib.rs
M	crates/swallowtail-adapter-anthropic/src/prepared.rs
M	crates/swallowtail-adapter-anthropic/src/prepared_profile/inference.rs
M	crates/swallowtail-adapter-anthropic/src/prepared_profile/input.rs
M	crates/swallowtail-adapter-anthropic/src/prepared_profile/plan.rs
M	crates/swallowtail-adapter-anthropic/src/prepared_profile/restoration.rs
M	crates/swallowtail-adapter-anthropic/src/prepared_profile/session.rs
M	crates/swallowtail-adapter-anthropic/src/protocol.rs
M	crates/swallowtail-adapter-anthropic/src/protocol/events.rs
A	crates/swallowtail-adapter-anthropic/src/protocol/privacy_tests.rs
A	crates/swallowtail-adapter-anthropic/src/protocol/redact.rs
M	crates/swallowtail-adapter-anthropic/src/protocol/tests.rs
A	crates/swallowtail-adapter-anthropic/src/reasoning.rs
A	crates/swallowtail-adapter-anthropic/src/thinking.rs
M	crates/swallowtail-adapter-anthropic/src/transport/io.rs
M	crates/swallowtail-adapter-anthropic/src/transport/io/support.rs
A	crates/swallowtail-adapter-anthropic/tests/addable_route.rs
A	crates/swallowtail-adapter-anthropic/tests/connection_lifecycle.rs
A	crates/swallowtail-adapter-anthropic/tests/fixtures/anthropic-2023-06-01/consecutive-thinking-tool-use.sse
A	crates/swallowtail-adapter-anthropic/tests/fixtures/anthropic-2023-06-01/late-redacted-after-tool.sse
A	crates/swallowtail-adapter-anthropic/tests/fixtures/anthropic-2023-06-01/late-thinking-after-tool.sse
A	crates/swallowtail-adapter-anthropic/tests/fixtures/anthropic-2023-06-01/redacted-tool-use.sse
A	crates/swallowtail-adapter-anthropic/tests/fixtures/anthropic-2023-06-01/thinking-after-text.sse
A	crates/swallowtail-adapter-anthropic/tests/fixtures/anthropic-2023-06-01/thinking-delta.sse
A	crates/swallowtail-adapter-anthropic/tests/fixtures/anthropic-2023-06-01/thinking-duplicate-signature.sse
A	crates/swallowtail-adapter-anthropic/tests/fixtures/anthropic-2023-06-01/thinking-then-text.sse
A	crates/swallowtail-adapter-anthropic/tests/fixtures/anthropic-2023-06-01/thinking-tool-use.sse
A	crates/swallowtail-adapter-anthropic/tests/fixtures/anthropic-2023-06-01/thinking-unsigned.sse
M	crates/swallowtail-adapter-anthropic/tests/prepared_facade.rs
A	crates/swallowtail-adapter-anthropic/tests/prepared_facade/effort.rs
M	crates/swallowtail-adapter-anthropic/tests/prepared_facade/fixtures.rs
M	crates/swallowtail-adapter-anthropic/tests/prepared_facade/input_callbacks.rs
A	crates/swallowtail-adapter-anthropic/tests/prepared_facade/thinking.rs
A	crates/swallowtail-adapter-anthropic/tests/prepared_facade/thinking_order.rs
A	crates/swallowtail-adapter-anthropic/tests/prepared_facade/thinking_privacy.rs
A	crates/swallowtail-adapter-anthropic/tests/prepared_facade/thinking_restore.rs
A	crates/swallowtail-adapter-anthropic/tests/prepared_facade/thinking_session.rs
M	crates/swallowtail-adapter-anthropic/tests/restoration.rs
M	crates/swallowtail-adapter-anthropic/tests/support/server.rs
M	crates/swallowtail-adapter-anthropic/tests/support/server/responses.rs
M	crates/swallowtail-adapter-antigravity/Cargo.toml
M	crates/swallowtail-adapter-antigravity/src/selection.rs
M	crates/swallowtail-adapter-antigravity/src/session.rs
M	crates/swallowtail-adapter-antigravity/tests/antigravity_release_identity.rs
M	crates/swallowtail-adapter-antigravity/tests/continuation_suite.rs
A	crates/swallowtail-adapter-antigravity/tests/fixtures/antigravity-cli-1.1.17/README.md
A	crates/swallowtail-adapter-antigravity/tests/fixtures/antigravity-cli-1.1.17/identity.json
A	crates/swallowtail-adapter-antigravity/tests/fixtures/antigravity-cli-1.1.17/protocol.json
M	crates/swallowtail-adapter-antigravity/tests/foundation.rs
M	crates/swallowtail-adapter-antigravity/tests/prepared_suite.rs
A	crates/swallowtail-adapter-bedrock/tests/fixtures/bedrock-runtime-service-tier-evidence/README.md
A	crates/swallowtail-adapter-bedrock/tests/fixtures/bedrock-runtime-service-tier-evidence/corpus.json
A	crates/swallowtail-adapter-bedrock/tests/fixtures/bedrock-runtime-service-tier-evidence/metadata-response-shape.json
A	crates/swallowtail-adapter-bedrock/tests/fixtures/bedrock-runtime-service-tier-evidence/repository-sdk-invocation.rs.excerpt
A	crates/swallowtail-adapter-bedrock/tests/fixtures/bedrock-runtime-service-tier-evidence/repository-stream-decoder-metadata.rs.excerpt
A	crates/swallowtail-adapter-bedrock/tests/fixtures/bedrock-runtime-service-tier-evidence/request-shape-latency-optimized.json
A	crates/swallowtail-adapter-bedrock/tests/fixtures/bedrock-runtime-service-tier-evidence/request-shape-omission.json
A	crates/swallowtail-adapter-bedrock/tests/fixtures/bedrock-runtime-service-tier-evidence/request-shape-service-tier-priority.json
A	crates/swallowtail-adapter-bedrock/tests/fixtures/bedrock-runtime-service-tier-evidence/sdk-converse-stream-serialization-1.139.0.rs.excerpt
A	crates/swallowtail-adapter-bedrock/tests/fixtures/bedrock-runtime-service-tier-evidence/sdk-performance-config-latency-1.136.0.rs.excerpt
A	crates/swallowtail-adapter-bedrock/tests/fixtures/bedrock-runtime-service-tier-evidence/sdk-service-tier-type-1.136.0.rs.excerpt
M	crates/swallowtail-adapter-claude-agent/Cargo.toml
A	crates/swallowtail-adapter-claude-agent/examples/connection_lifecycle.rs
M	crates/swallowtail-adapter-claude-agent/examples/prepared_claude_agent_acp.rs
A	crates/swallowtail-adapter-claude-agent/examples/prepared_claude_agent_sdk.rs
M	crates/swallowtail-adapter-claude-agent/examples/prepared_claude_code_headless.rs
A	crates/swallowtail-adapter-claude-agent/sidecar/claude-agent-sdk-sidecar.mjs
A	crates/swallowtail-adapter-claude-agent/src/access.rs
A	crates/swallowtail-adapter-claude-agent/src/addable.rs
M	crates/swallowtail-adapter-claude-agent/src/claude_code.rs
M	crates/swallowtail-adapter-claude-agent/src/claude_code_activity.rs
M	crates/swallowtail-adapter-claude-agent/src/claude_code_activity/profile.rs
A	crates/swallowtail-adapter-claude-agent/src/claude_code_activity/system.rs
M	crates/swallowtail-adapter-claude-agent/src/claude_code_command.rs
M	crates/swallowtail-adapter-claude-agent/src/claude_code_events.rs
A	crates/swallowtail-adapter-claude-agent/src/claude_code_maximum_turns.rs
M	crates/swallowtail-adapter-claude-agent/src/claude_code_pump.rs
A	crates/swallowtail-adapter-claude-agent/src/claude_code_pump_lifecycle.rs
M	crates/swallowtail-adapter-claude-agent/src/claude_code_response_selection.rs
M	crates/swallowtail-adapter-claude-agent/src/claude_code_selection.rs
M	crates/swallowtail-adapter-claude-agent/src/claude_code_validation.rs
A	crates/swallowtail-adapter-claude-agent/src/claude_code_watcher.rs
A	crates/swallowtail-adapter-claude-agent/src/claude_code_watcher/binding.rs
A	crates/swallowtail-adapter-claude-agent/src/claude_code_watcher/material.rs
A	crates/swallowtail-adapter-claude-agent/src/consumer_route_projection.rs
A	crates/swallowtail-adapter-claude-agent/src/consumer_route_projection/builder.rs
A	crates/swallowtail-adapter-claude-agent/src/consumer_route_projection/builder/capability.rs
A	crates/swallowtail-adapter-claude-agent/src/consumer_route_projection/builder/control.rs
A	crates/swallowtail-adapter-claude-agent/src/consumer_route_projection/contribution.rs
A	crates/swallowtail-adapter-claude-agent/src/consumer_route_projection/contribution/agent.rs
A	crates/swallowtail-adapter-claude-agent/src/consumer_route_projection/contribution/code.rs
A	crates/swallowtail-adapter-claude-agent/src/consumer_route_projection/open.rs
M	crates/swallowtail-adapter-claude-agent/src/driver.rs
M	crates/swallowtail-adapter-claude-agent/src/driver/access.rs
A	crates/swallowtail-adapter-claude-agent/src/driver/access/open.rs
M	crates/swallowtail-adapter-claude-agent/src/driver/config.rs
A	crates/swallowtail-adapter-claude-agent/src/driver/model.rs
A	crates/swallowtail-adapter-claude-agent/src/driver/open.rs
M	crates/swallowtail-adapter-claude-agent/src/driver/run.rs
M	crates/swallowtail-adapter-claude-agent/src/driver/session.rs
M	crates/swallowtail-adapter-claude-agent/src/lib.rs
M	crates/swallowtail-adapter-claude-agent/src/prepared.rs
M	crates/swallowtail-adapter-claude-agent/src/prepared_code/profile.rs
M	crates/swallowtail-adapter-claude-agent/src/prepared_code/profile/plan.rs
A	crates/swallowtail-adapter-claude-agent/src/prepared_code/profile/prepared.rs
M	crates/swallowtail-adapter-claude-agent/src/prepared_profile/session.rs
M	crates/swallowtail-adapter-claude-agent/src/prepared_profile/session/handle.rs
A	crates/swallowtail-adapter-claude-agent/src/prepared_profile/session/helpers.rs
M	crates/swallowtail-adapter-claude-agent/src/prepared_profile/session/restoration.rs
A	crates/swallowtail-adapter-claude-agent/src/sdk.rs
A	crates/swallowtail-adapter-claude-agent/src/sdk/activity.rs
A	crates/swallowtail-adapter-claude-agent/src/sdk/addable.rs
A	crates/swallowtail-adapter-claude-agent/src/sdk/asset.rs
A	crates/swallowtail-adapter-claude-agent/src/sdk/bounded.rs
A	crates/swallowtail-adapter-claude-agent/src/sdk/close.rs
A	crates/swallowtail-adapter-claude-agent/src/sdk/connection.rs
